"x","y","z","bhd"
-3.28,29.927,-5.476,3.4
-9.757,73.098,-9.524,3.4
11.658,72.954,-4.496,3.4
17.84,37.679,-2.076,3.4
37.72,54.786,1.658,3.4
14.476,49.925,-2.434,3.4
-7.959,65.326,-8.347,3.4
4.225,49.453,-4.398,3.4
-5.217,72.722,-8.565,3.3
113.546,-52.914,0.631,3.3
16.985,-17.047,-1.517,3.3
18.302,33.919,-2.275,3.3
72.69,-47.311,-0.629,3.3
70.999,-44.433,-0.349,3.3
145.124,-7.116,5.937,3.3
66.27,-42.885,-0.55,3.2
6.2,46.831,-4.036,3.2
4.721,31.982,-4.55,3.2
-2.352,48.492,-5.893,3.2
22.772,47.285,-0.865,3.2
71.273,-48.239,-0.801,3.2
83.125,-50.873,-0.151,3.2
3.571,57.659,-4.822,3.2
10.47,51.962,-3.266,3.2
95.1,-54.853,-0.00600000000000001,3.2
-1.101,43.327,-5.602,3.2
82.715,-39.295,1.59,3.1
87.377,-50.86,0.116,3.1
-1.29,47.899,-5.54,3.1
-5.273,45.97,-6.425,3.1
24.33,65.676,-1.719,3.1
3.21,10.624,-3.099,3.1
-5.688,13.025,-3.92,3.1
-8.11,41.895,-6.686,3.1
93.399,-44.49,1.335,3.1
19.856,47.831,-1.345,3.1
-9.041,66.206,-8.672,3.1
-2.948,51.024,-6.038,3
8.189,58.247,-3.914,3
-3.437,45.474,-6.044,3
148.618,-5.765,6.165,3
75.215,-45.299,-0.0629999999999999,3
-4.041,51.727,-6.31,3
-1.7411795,56.7241,-6.023,3
-4.172079,69.67914,-7.781,3
-5.569626,68.03424,-7.974,3
13.274681,66.08131,-3.26,3
10.320979,59.78878,-3.447,3
6.4878025,59.85468,-4.329,3
15.375012,48.11245,-2.195,3
55.225677,-16.157265,0.871,3
95.21896,-54.475555,0.0999999999999999,3
95.48225,-54.530956,0.0939999999999999,3
90.98103,-50.774246,0.299,3
152.70566,-22.811895,4.79,3
155.12445,-22.64794,4.442,3
3.9779541,56.189728,-4.695,3
2.0744457,67.36687,-6.343,3
-3.482,81.276,-9.156,3
-3.758,47.995,-6.198,3
6.818,59.608,-4.244,3
19.248,32.656,-2.205,3
0.289,56.748,-5.532,3
21.048,27.232,-2.305,3
-2.202,49.94,-5.862,2.9
-1.619,52.051,-5.747,2.9
59.25,-40.61,-0.833,2.9
4.466,53.233,-4.47,2.9
26.945,52.141,-0.056,2.9
-7.251,74.701,-9.323,2.9
163.588,-19.862,4.463,2.9
81.606,-41.185,1.231,2.9
88.69,-51.274,0.127,2.8
7.201,13.629,-3.157,2.8
2.506,71.373,-6.333,2.8
21.54,31.377,-1.994,2.8
86.685,-36.839,2.209,2.8
74.613,-49.333,-0.75,2.8
29.442,36.398,-0.245,2.8
21.106,29.547,-2.151,2.8
12.272,16.694,-3.116,2.8
83.324,-41.112,1.448,2.7
104.215,-35.298,2.341,2.7
6.338,57.034,-4.206,2.7
74.683,-48.843,-0.652,2.7
151.013,-5.672,6.075,2.7
88.992,-49.514,0.39,2.6
149.483,-19.158,5.274,2.6
71.873,-48.598,-0.806,2.6
122.402,-28.8,3.161,2.6
10.196,76.088,-5.574,2.6
-1.123,65.028,-6.617,2.5
4.57,54.444,-4.447,2.5
74.453,-48.722,-0.649,2.5
2.491,67.569,-6.335,2.4
3.982,56.392,-4.705,2.4
-3.496,45.789,-6.041,2.4
11.184,47.645,-3.026,2.3
152.298,-19.739,5.154,2.3
78.183,-30.873,2.572,2.2
138.25,0.156,6.348,2.2
154.13,-10.057,5.538,2.2
147.95,-5.719,6.128,2.1
157.568,-12.534,5.097,2.1
-2.189,56.683,-6.13,2.1
155.86,-15.353,4.901,2.1
85.224,-20.707,3.453,2.1
149.51,-6.35,6.056,2.1
7.21295,57.29662,-4.021,2
58.83577,-17.762774,1.315,2
85.80487,-31.910118,2.918,2
86.673676,-36.42499,2.235,2
84.115685,-41.124004,1.491,2
88.599655,-49.369785,0.425,2
103.53823,-36.32117,2.252,2
111.32443,-19.903643,3.856,2
117.87975,8.760869,7.356,2
116.51288,11.327139,7.547,2
136.94595,0.2477832,6.459,2
122.050354,-31.085634,3.158,2
146.24889,-28.54881,3.529,2
150.65097,-24.81173,4.571,2
152.49998,-25.008642,4.652,2
153.00827,-25.779366,4.398,2
153.02145,-21.155674,4.97,2
157.17099,-20.836582,4.655,2
154.55301,-19.575722,5.059,2
142.69337,-17.311583,4.645,2
144.60283,-15.385634,4.941,2
146.74614,-14.022988,5.168,2
154.59096,-10.195771,5.518,2
154.53893,-9.81583,5.551,2
155.8037,-9.708457,5.305,2
155.43524,-9.566563,5.374,2
162.67838,-19.719854,4.616,2
159.14862,-19.347246,4.634,2
77.49485,-45.27583,0.232,2
8.528,54.745,-3.621,2
88.734,-49.422,0.406,2
154.817,-14.767,4.955,2
157.504,-18.212,4.642,2
148.001,-4.858,6.21,1.2
0.659,20.513,-4.396,1
86.30163,-32.948185,2.783,1
122.085556,0.62003905,6.204,1
136.21844,0.9371191,6.467,1
139.792,-1.6502246,6.322,1
136.91338,-3.0855274,6.267,1
124.863945,-3.2487304,6.061,1
121.823235,-36.28875,2.808,1
122.75691,-38.696014,2.489,1
145.99751,-19.757334,4.584,1
146.13019,-17.118935,4.885,1
152.35588,-12.626612,5.45,1
152.96385,-11.303681,5.541,1
153.6979,-11.237676,5.566,1
144.276,-7.549,5.908,1
149.42188,-9.344697,5.75,1
152.60278,-9.560996,5.744,1
155.42273,-17.924942,4.94,1
154.1507,-16.796963,5.059,1
153.94296,-16.698965,5.082,1
160.83324,-16.02915,4.708,1
