31.758,9.007,-1.052,16.6
33.335,20.586,-1.021,16.5
39.817,-18.717,-0.848,16.5
22.698,-19.93,-1.506,16.4
54.276,18.24,0.665,16.4
16.38,-5.848,-1.256,15.9
36.776,24.527,-0.45,15.8
54.143,-17.441,0.798,15.7
67.345,-8.341,1.761,15.6
13.922,25.006,-3.268,15.4
41.306,-12.521,-0.455,15.2
30.286,26.655,-1.068,15.2
27.053,12.389,-1.534,14.8
18.046,-8.983,-1.252,14.8
32.807,10.151,-0.996,14.7
56.758,-28.097,0.639,14.6
42.399,-25.593,-0.797,14.5
65.249,0.408,1.581,14.1
13.504,24.276,-3.251,14.1
49.229,-23.228,0.079,14.0
33.261,12.293,-1.016,14.0
25.709,16.063,-1.825,14.0
35.394,-27.238,-1.614,13.9
57.173,-9.555,0.984,13.8
21.076,-1.96,-1.298,13.8
56.299,-0.318,0.978,13.7
41.607,-6.519,-0.203,13.7
39.033,-8.402,-0.468,13.7
42.833,-11.428,-0.369,13.6
24.972,2.795,-1.21,13.6
30.337,16.31,-1.227,13.5
62.107,-23.955,1.572,13.3
20.303,14.946,-2.346,13.3
27.553,1.101,-1.056,13.2
38.891,-15.741,-0.843,13.1
21.134,11.71,-2.119,13.1
37.796,-2.718,-0.481,13.0
50.355,-23.331,0.227,13.0
13.835,2.823,-1.822,13.0
24.959,-19.278,-1.493,13.0
27.774,7.036,-1.219,12.9
16.468,20.111,-2.772,12.9
12.934,-9.271,-1.368,12.9
54.712,-17.293,0.893,12.9
46.571,-5.495,0.135,12.8
48.273,15.032,0.0899999999999999,12.6
69.969,10.843,2.145,12.5
65.613,-1.329,1.565,12.3
50.834,19.389,0.452,12.3
11.749,23.466,-3.538,12.3
36.958,-16.224,-1.032,12.2
16.203,16.201,-2.738,12.1
65.035,-25.285,1.79,12.1
11.588,-7.635,-1.448,11.9
28.006,-6.327,-1.057,11.9
64.236,1.721,1.491,11.9
62.631,-6.948,1.302,11.9
19.574,-17.719,-1.493,11.8
24.972,-5.228,-1.043,11.8
27.489,22.14,-1.639,11.7
38.282,17.32,-0.559,11.7
52.135,-28.166,0.143,11.6
36.912,-7.809,-0.652,11.6
21.625,-5.975,-1.15,11.6
16.926,25.783,-2.981,11.5
58.901,29.825,2.159,11.4
16.26,19.345,-2.848,11.3
10.545,-12.661,-1.583,11.3
42.451,-21.351,-0.671,11.2
42.769,-8.185,-0.251,11.1
45.038,7.898,-0.105,11.0
57.871,1.427,1.077,11.0
64.826,-8.216,1.485,10.9
50.104,-10.376,0.416,10.8
13.861,-7.406,-1.328,10.8
53.267,2.994,0.821,10.8
45.362,-10.159,-0.0649999999999999,10.7
36.156,-7.288,-0.691,10.7
19.944,2.853,-1.488,10.7
20.759,-12.659,-1.21,10.6
66.425,-29.268,1.493,10.5
36.029,-10.567,-0.834,10.5
56.338,27.744,1.674,10.5
12.277,22.257,-3.424,10.5
37.563,-29.175,-1.547,10.5
40.269,-29.376,-1.324,10.5
64.383,-28.089,1.405,10.4
27.157,-3.153,-0.933,10.4
63.892,-3.681,1.377,10.3
31.212,0.079,-0.886,10.2
39.381,27.091,0.0409999999999999,10.0
34.643,6.205,-0.845,9.9
39.77,16.904,-0.438,9.7
12.479,12.461,-2.589,9.7
24.335,3.723,-1.336,9.6
43.104,-13.901,-0.42,9.5
31.463,15.289,-1.157,9.5
50.359,-12.479,0.345,9.5
14.048,12.045,-2.605,9.4
50.739,26.152,0.911,9.4
45.977,-11.307,-0.032,9.4
30.867,-8.518,-0.795,9.2
61.235,-28.572,0.97,9.2
17.043,-9.555,-1.256,9.1
19.463,-8.496,-1.208,9.1
28.83,-9.024,-1.06,9.0
21.39,17.573,-2.392,8.8
68.229,-29.283,1.704,8.8
16.661,-7.552,-1.116,8.7
30.968,-2.512,-0.883,8.7
15.009,-7.127,-1.245,8.7
45.842,-24.418,-0.369,8.6
29.233,-0.806,-0.948,8.6
64.617,1.028,1.515,8.6
44.25,-9.389,-0.137,8.6
40.032,-21.782,-0.996,8.6
10.651,-10.485,-1.492,8.3
18.895,23.429,-2.781,8.2
67.378,-27.128,1.833,8.2
49.138,-24.558,0.04,8.1
48.301,-15.23,0.038,8.0
31.276,-3.59,-0.851,7.9
41.68,11.366,-0.271,7.8
16.249,-11.759,-1.375,7.8
51.309,-20.537,0.475,7.7
50.216,22.877,0.645,7.7
52.427,29.249,1.372,7.7
56.851,-23.481,1.076,7.5
17.677,28.696,-2.707,7.4
36.322,-15.805,-1.028,7.4
51.03,-8.521,0.48,7.4
15.05,22.111,-3.108,7.3
30.911,17.005,-1.264,7.3
12.022,25.506,-3.548,7.3
17.148,27.399,-2.872,7.2
51.505,19.868,0.517,7.2
31.366,16.276,-1.197,7.1
14.795,-8.277,-1.281,7.1
28.303,20.494,-1.501,7.1
37.276,16.72,-0.692,7.0
30.981,22.779,-1.206,7.0
